Spp,Colony,Core,Treatment,Rep,Date,ProK,1st  EtOH,2nd EtOH,DNA,qPCR,Targets,Plate,Sample,Sample.Plate
S.sid,20,20-30,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 12,Sample 12_Plate16.csv
S.sid,20,20-36,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 13,Sample 13_Plate16.csv
S.sid,20,20-41,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 14,Sample 14_Plate16.csv
S.sid,20,20-48,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 15,Sample 15_Plate16.csv
S.sid,22,22-31,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 16,Sample 16_Plate16.csv
S.sid,22,22-34,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 17,Sample 17_Plate16.csv
S.sid,22,22-38,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 18,Sample 18_Plate16.csv
S.sid,22,22-42,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 19,Sample 19_Plate16.csv
S.sid,23,23-71,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 20,Sample 20_Plate16.csv
S.sid,23,23-74,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 21,Sample 21_Plate16.csv
S.sid,23,23-78,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/12,"C, D, Ssid",Plate16,Sample 22,Sample 22_Plate16.csv
S.sid,23,23-81,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 1,Sample 1_Plate17.csv
S.sid,24,24-18,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 2,Sample 2_Plate17.csv
S.sid,24,24-22,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 3,Sample 3_Plate17.csv
S.sid,24,24-25,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 4,Sample 4_Plate17.csv
S.sid,24,24-28,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 5,Sample 5_Plate17.csv
S.sid,27,27-68,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 6,Sample 6_Plate17.csv
S.sid,27,27-77,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 7,Sample 7_Plate17.csv
S.sid,27,27-87,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 8,Sample 8_Plate17.csv
S.sid,27,27-98,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 9,Sample 9_Plate17.csv
S.sid,28,28-14,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 10,Sample 10_Plate17.csv
S.sid,28,28-19,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 11,Sample 11_Plate17.csv
S.sid,28,28-23,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 12,Sample 12_Plate17.csv
S.sid,30,30-18,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 13,Sample 13_Plate17.csv
S.sid,30,30-22,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 14,Sample 14_Plate17.csv
S.sid,30,30-25,NP,R2,2018/02/01,2018/02/02,2018/02/03,2018/02/05,2018/02/06,2018/03/22,"C, D, Ssid",Plate17,Sample 15,Sample 15_Plate17.csv
S.sid,27,27-73,Control,R2,2017/12/14,,,,,2018/03/22,"C, D, Ssid",Plate17,Sample 16,Sample 16_Plate17.csv
S.sid,20,20-1,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 17,Sample 17_Plate17.csv
S.sid,22,22-8,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 18,Sample 18_Plate17.csv
S.sid,23,23-54,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 19,Sample 19_Plate17.csv
S.sid,24,24-12,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 20,Sample 20_Plate17.csv
S.sid,27,27-19,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 21,Sample 21_Plate17.csv
S.sid,28,28-8,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate17,Sample 22,Sample 22_Plate17.csv
S.sid,28,28-18,N,R2,2017/12/14,2017/12/19,2017/12/20,2017/12/21,2017/12/22,2018/03/22,"C, D, Ssid",Plate18,Sample 1,Sample 1_Plate18.csv
S.sid,24,24-25,NP,R2,2017/12/14,2017/12/20,2017/12/23,2017/12/27,2017/12/28,2018/03/22,"C, D, Ssid",Plate18,Sample 2,Sample 2_Plate18.csv
S.sid,30,30-1,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 3,Sample 3_Plate18.csv
S.sid,20,20-2,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 4,Sample 4_Plate18.csv
S.sid,22,22-24,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 5,Sample 5_Plate18.csv
S.sid,23,23-55,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 6,Sample 6_Plate18.csv
S.sid,24,24-14,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 7,Sample 7_Plate18.csv
S.sid,27,27-12,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 8,Sample 8_Plate18.csv
S.sid,28,28-6,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 9,Sample 9_Plate18.csv
S.sid,30,30-2,N,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 10,Sample 10_Plate18.csv
S.sid,20,20-23,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 11,Sample 11_Plate18.csv
S.sid,22,22-6,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 12,Sample 12_Plate18.csv
S.sid,23,23-59,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 13,Sample 13_Plate18.csv
S.sid,24,24-11,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 14,Sample 14_Plate18.csv
S.sid,27,27-27,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 15,Sample 15_Plate18.csv
S.sid,28,28-4,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 16,Sample 16_Plate18.csv
S.sid,30,30-10,NP,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 17,Sample 17_Plate18.csv
S.sid,20,20-45,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 18,Sample 18_Plate18.csv
S.sid,22,22-39,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 19,Sample 19_Plate18.csv
S.sid,23,23-79,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 20,Sample 20_Plate18.csv
S.sid,24,24-23,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 21,Sample 21_Plate18.csv
S.sid,27,27-94,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/22,"C, D, Ssid",Plate18,Sample 22,Sample 22_Plate18.csv
S.sid,28,28-20,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 1,Sample 1_Plate19.csv
S.sid,30,30-23,Control,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 2,Sample 2_Plate19.csv
S.sid,20,20-39,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 3,Sample 3_Plate19.csv
S.sid,22,22-36,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 4,Sample 4_Plate19.csv
S.sid,23,23-70,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 5,Sample 5_Plate19.csv
S.sid,24,24-27,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 6,Sample 6_Plate19.csv
S.sid,27,27-97,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 7,Sample 7_Plate19.csv
S.sid,28,28-30,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 8,Sample 8_Plate19.csv
S.sid,30,30-24,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 9,Sample 9_Plate19.csv
S.sid,20,20-36,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 10,Sample 10_Plate19.csv
S.sid,22,22-42,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 11,Sample 11_Plate19.csv
S.sid,23,23-71,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 12,Sample 12_Plate19.csv
S.sid,24,24-28,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 13,Sample 13_Plate19.csv
S.sid,27,27-77,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 14,Sample 14_Plate19.csv
S.sid,30,30-25,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,2018/03/09,2018/03/23,"C, D, Ssid",Plate19,Sample 15,Sample 15_Plate19.csv
S.sid,20,20-4,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 1,Sample 1_Plate20.csv
S.sid,20,20-13,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 2,Sample 2_Plate20.csv
S.sid,20,20-19,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 3,Sample 3_Plate20.csv
S.sid,22,22-2,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 4,Sample 4_Plate20.csv
S.sid,22,22-16,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 5,Sample 5_Plate20.csv
S.sid,22,22-21,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 6,Sample 6_Plate20.csv
S.sid,23,23-57,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 7,Sample 7_Plate20.csv
S.sid,23,23-60,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 8,Sample 8_Plate20.csv
S.sid,23,23-65,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 9,Sample 9_Plate20.csv
S.sid,24,24-2,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 10,Sample 10_Plate20.csv
S.sid,24,24-6,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 11,Sample 11_Plate20.csv
S.sid,24,24-9,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 12,Sample 12_Plate20.csv
S.sid,27,27-3,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 13,Sample 13_Plate20.csv
S.sid,27,27-9,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 14,Sample 14_Plate20.csv
S.sid,27,27-28,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 15,Sample 15_Plate20.csv
S.sid,28,28-2,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 16,Sample 16_Plate20.csv
S.sid,28,28-5,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 17,Sample 17_Plate20.csv
S.sid,30,30-4,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 18,Sample 18_Plate20.csv
S.sid,30,30-8,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 19,Sample 19_Plate20.csv
S.sid,30,30-12,Control,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 20,Sample 20_Plate20.csv
S.sid,20,20-8,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 21,Sample 21_Plate20.csv
S.sid,20,20-15,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/23,"C, D, Ssid",Plate20,Sample 22,Sample 22_Plate20.csv
S.sid,20,20-22,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 1,Sample 1_Plate21.csv
S.sid,22,22-3,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 2,Sample 2_Plate21.csv
S.sid,22,22-11,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 3,Sample 3_Plate21.csv
S.sid,22,22-17,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 4,Sample 4_Plate21.csv
S.sid,23,23-58,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 5,Sample 5_Plate21.csv
S.sid,23,23-61,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 6,Sample 6_Plate21.csv
S.sid,23,23-66,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 7,Sample 7_Plate21.csv
S.sid,30,30-28,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 8,Sample 8_Plate21.csv
S.sid,24,24-7,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 9,Sample 9_Plate21.csv
S.sid,24,24-10,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 10,Sample 10_Plate21.csv
S.sid,27,27-5,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 11,Sample 11_Plate21.csv
S.sid,27,27-21,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 12,Sample 12_Plate21.csv
S.sid,27,27-45,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 13,Sample 13_Plate21.csv
S.sid,28,28-3,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 14,Sample 14_Plate21.csv
S.sid,28,28-9,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 15,Sample 15_Plate21.csv
S.sid,30,30-5,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 16,Sample 16_Plate21.csv
S.sid,30,30-13,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 17,Sample 17_Plate21.csv
S.sid,20,20-3,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 18,Sample 18_Plate21.csv
S.sid,20,20-11,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 19,Sample 19_Plate21.csv
S.sid,20,20-17,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 20,Sample 20_Plate21.csv
S.sid,22,22-12,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 21,Sample 21_Plate21.csv
S.sid,22,22-18,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/03/28,"C, D, Ssid",Plate21,Sample 22,Sample 22_Plate21.csv
S.sid,20,20-36,NP,R2,2017/12/14,2017/12/20,2017/12/20,2017/12/21,2017/12/22,2018/04/04,"C, D, Ssid",Plate22,Sample 1,Sample 1_Plate22.csv
S.sid,20,20-36,NP,R2,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 2,Sample 2_Plate22.csv
S.sid,20,20-36,NP,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,,2018/04/04,"C, D, Ssid",Plate22,Sample 3,Sample 3_Plate22.csv
S.sid,22,22-36,N,R2,2017/12/14,2017/12/19,2017/12/20,2017/12/21,2017/12/22,2018/04/04,"C, D, Ssid",Plate22,Sample 4,Sample 4_Plate22.csv
S.sid,22,22-36,N,R2,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 5,Sample 5_Plate22.csv
S.sid,22,22-36,N,R2,2018/02/05,2018/03/05,2018/03/06,2018/03/08,,2018/04/04,"C, D, Ssid",Plate22,Sample 6,Sample 6_Plate22.csv
S.sid,23,23-54,Control,R1,2017/12/14,2017/12/15,2017/12/28,2017/12/29,2018/01/04,2018/04/04,"C, D, Ssid",Plate22,Sample 7,Sample 7_Plate22.csv
S.sid,23,23-54,Control,R1,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 8,Sample 8_Plate22.csv
S.sid,23,23-54,Control,R1,2018/02/05,2018/03/05,2018/03/06,2018/03/08,,2018/04/04,"C, D, Ssid",Plate22,Sample 9,Sample 9_Plate22.csv
S.sid,24,24-17,N,R2,2017/12/14,2017/12/19,2017/12/20,2017/12/21,2017/12/22,2018/04/04,"C, D, Ssid",Plate22,Sample 10,Sample 10_Plate22.csv
S.sid,24,24-17,N,R2,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 11,Sample 11_Plate22.csv
S.sid,24,24-17,N,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,??,2018/04/04,"C, D, Ssid",Plate22,Sample 12,Sample 12_Plate22.csv
S.sid,27,27-57,Control,R2,2017/12/14,2017/12/19,2017/12/20,2017/12/21,2017/12/22,2018/04/04,"C, D, Ssid",Plate22,Sample 13,Sample 13_Plate22.csv
S.sid,27,27-57,Control,R2,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 14,Sample 14_Plate22.csv
S.sid,27,27-57,Control,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/04,"C, D, Ssid",Plate22,Sample 15,Sample 15_Plate22.csv
S.sid,28,28-3,N,R1,2017/12/14,2017/12/15,2017/12/28,2017/12/29,2018/01/04,2018/04/04,"C, D, Ssid",Plate22,Sample 16,Sample 16_Plate22.csv
S.sid,28,28-3,N,R1,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 17,Sample 17_Plate22.csv
S.sid,28,28-3,N,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/04,"C, D, Ssid",Plate22,Sample 18,Sample 18_Plate22.csv
S.sid,28,28-3,N,R1,2018/03/06,2018/03/07,2018/03/13,2018/03/14,2018/03/19,2018/04/04,"C, D, Ssid",Plate22,Sample 19,Sample 19_Plate22.csv
S.sid,30,30-22,NP,R2,2017/12/14,2017/12/20,2017/12/28,2017/12/29,2018/01/04,2018/04/04,"C, D, Ssid",Plate22,Sample 20,Sample 20_Plate22.csv
S.sid,30,30-22,NP,R2,2018/02/01,2018/02/02,2018/02/03,,,2018/04/04,"C, D, Ssid",Plate22,Sample 21,Sample 21_Plate22.csv
S.sid,30,30-22,NP,R2,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/04,"C, D, Ssid",Plate22,Sample 22,Sample 22_Plate22.csv
S.sid,22,22-25,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 1,Sample 1_Plate23.csv
S.sid,23,23-56,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 19,Sample 19_Plate23.csv
S.sid,23,23-63,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 3,Sample 3_Plate23.csv
S.sid,23,23-67,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 4,Sample 4_Plate23.csv
S.sid,24,24-5,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 5,Sample 5_Plate23.csv
S.sid,24,24-15,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 6,Sample 6_Plate23.csv
S.sid,27,27-6,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 7,Sample 7_Plate23.csv
S.sid,27,27-18,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 8,Sample 8_Plate23.csv
S.sid,27,27-46,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 9,Sample 9_Plate23.csv
S.sid,28,28-7,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 10,Sample 10_Plate23.csv
S.sid,28,28-10,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 11,Sample 11_Plate23.csv
S.sid,30,30-3,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 12,Sample 12_Plate23.csv
S.sid,30,30-7,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 13,Sample 13_Plate23.csv
S.sid,30,30-14,NP,R1,2018/02/23,2018/02/26,2018/02/27,2018/02/28,2018/03/01,2018/04/10,"C, D, Ssid",Plate23,Sample 14,Sample 14_Plate23.csv
