"Treatment","Replicate","Fragment","Genotype","Date","Days","Time_Point","Phase","Sample","B.Ofav","C.Ofav","D.Ofav","TotalSH","logB.SH","logC.SH","logD.SH","logSH","D.Prp","C.Prp","B.Prp","Community"
"N","R1","Of_6-9","Of_6",2018-03-06,111,"T22","Heat","Of_6-9_T22",0,0,0.0900851330583466,0.0900851330583466,NA,NA,-1.04534687565212,-1.04534687565212,1,0,0,"D"
"N","R1","Of_6-96","Of_6",2018-03-06,111,"T22","Heat","Of_6-96_T22",0,0,0.0498600728104817,0.0498600728104817,NA,NA,-1.30224709163314,-1.30224709163314,1,0,0,"D"
"N","R2","Of_34-24","Of_34",2018-03-06,111,"T22","Heat","Of_34-24_T22",0,0,0.0707249591969196,0.0707249591969196,NA,NA,-1.15042729442675,-1.15042729442675,1,0,0,"D"
"N","R2","Of_20-29","Of_20",2018-03-06,111,"T22","Heat","Of_20-29_T22",0,0,0.0228430284638582,0.0228430284638582,NA,NA,-1.64124631907975,-1.64124631907975,1,0,0,"D"
"N","R2","Of_20-41","Of_20",2018-03-06,111,"T22","Heat","Of_20-41_T22",0,0,0.0151091982086298,0.0151091982086298,NA,NA,-1.82075858151185,-1.82075858151185,1,0,0,"D"
"N","R2","Of_6-12","Of_6",2018-03-06,111,"T22","Heat","Of_6-12_T22",0,0,0.1752267090057,0.1752267090057,NA,NA,-0.756399695601085,-0.756399695601085,1,0,0,"D"
"N+P","R1","Of_34-22","Of_34",2018-03-06,111,"T22","Heat","Of_34-22_T22",0,0,0.0954663981772785,0.0954663981772785,NA,NA,-1.02014946249052,-1.02014946249052,1,0,0,"D"
"N+P","R1","Of_34-9","Of_34",2018-03-06,111,"T22","Heat","Of_34-9_T22",0,0,0.0030757981954891,0.0030757981954891,NA,NA,-2.51204216219329,-2.51204216219329,1,0,0,"D"
"N+P","R1","Of_20-17","Of_20",2018-03-06,111,"T22","Heat","Of_20-17_T22",0,0,0.106743354018732,0.106743354018732,NA,NA,-0.971659155205445,-0.971659155205445,1,0,0,"D"
"N+P","R1","Of_20-34","Of_20",2018-03-06,111,"T22","Heat","Of_20-34_T22",0,0,0.381248906812386,0.381248906812386,NA,NA,-0.418791392933103,-0.418791392933103,1,0,0,"D"
"N+P","R1","Of_6-115","Of_6",2018-03-06,111,"T22","Heat","Of_6-115_T22",0,0,0.119822835454423,0.119822835454423,NA,NA,-0.921460407599605,-0.921460407599605,1,0,0,"D"
"N+P","R1","Of_6-61","Of_6",2018-03-06,111,"T22","Heat","Of_6-61_T22",0,0,0.526422675695201,0.526422675695201,NA,NA,-0.278665411724656,-0.278665411724656,1,0,0,"D"
"N+P","R2","Of_34-21","Of_34",2018-03-06,111,"T22","Heat","Of_34-21_T22",0,0,0.145791314946078,0.145791314946078,NA,NA,-0.836268346960016,-0.836268346960016,1,0,0,"D"
"N+P","R2","Of_34-32","Of_34",2018-03-06,111,"T22","Heat","Of_34-32_T22",0,0,0.070082023386884,0.070082023386884,NA,NA,-1.15439336784065,-1.15439336784065,1,0,0,"D"
"N+P","R2","Of_20-11","Of_20",2018-03-06,111,"T22","Heat","Of_20-11_T22",0,0,0.025033015720909,0.025033015720909,NA,NA,-1.60148682789652,-1.60148682789652,1,0,0,"D"
"N+P","R2","Of_20-50","Of_20",2018-03-06,111,"T22","Heat","Of_20-50_T22",0,0,0.0195548310679966,0.0195548310679966,NA,NA,-1.70874593151721,-1.70874593151721,1,0,0,"D"
