Sample,Date,Spp,Fragment,Treatment,Replicate,YII,Genotype,Days,Time_Point,Phase,TotalSH,logSH,D.Prp,Community,InitialCommunity
Ac_264_T3,2017-10-19,Ac,Ac_264,A,R2,0.53,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_264_T4,2017-11-06,Ac,Ac_264,A,R2,0.676,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_264_T5,2017-11-16,Ac,Ac_264,A,R2,0.607,G_07,1,T5,Baseline,0.359619378866786,-0.444156913412263,0,A,A
Ac_264_T6,2017-11-23,Ac,Ac_264,A,R2,0.596,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_264_T7,2017-11-29,Ac,Ac_264,A,R2,0.593,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_264_T8,2017-12-06,Ac,Ac_264,A,R2,0.584,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_264_T9,2017-12-13,Ac,Ac_264,A,R2,0.545,G_07,28,T9,Nutrients,0.06198412895747,-1.20771949741395,0,A,A
Ac_264_T10,2018-01-03,Ac,Ac_264,A,R2,0.513,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_264_T11,2018-01-19,Ac,Ac_264,A,R2,0.467,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_264_T12,2018-01-25,Ac,Ac_264,A,R2,0.519,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_264_T13,2018-01-30,Ac,Ac_264,A,R2,0.526,G_07,76,T13,Nutrients,0.384363346688403,-0.41525803382852,0,A,A
Ac_264_T15,2018-02-07,Ac,Ac_264,A,R2,0.517,G_07,84,T15,Ramping,NA,NA,0,A,A
Ac_264_T16,2018-02-12,Ac,Ac_264,A,R2,0.522,G_07,89,T16,Ramping,NA,NA,0,A,A
Ac_264_T17,2018-02-15,Ac,Ac_264,A,R2,0.516,G_07,92,T17,Heat,NA,NA,0,A,A
Ac_264_T18,2018-02-19,Ac,Ac_264,A,R2,0.529,G_07,96,T18,Heat,NA,NA,0,A,A
Ac_264_T19,2018-02-22,Ac,Ac_264,A,R2,0.522,G_07,99,T19,Heat,0.26591603314349,-0.575255476523926,0,A,A
Ac_264_T20,2018-02-26,Ac,Ac_264,A,R2,0.504,G_07,103,T20,Heat,NA,NA,0,A,A
Ac_264_T21,2018-03-01,Ac,Ac_264,A,R2,0.501,G_07,106,T21,Heat,NA,NA,0,A,A
Ac_264_T22,2018-03-05,Ac,Ac_264,A,R2,0.384,G_07,110,T22,Heat,0.079524470484122,-1.09949921397275,0,A,A
Ac_264_T23,2018-03-08,Ac,Ac_264,A,R2,0.363,G_07,113,T23,Heat,NA,NA,0,A,A
Ac_264_T24,2018-03-25,Ac,Ac_264,A,R2,0.49,G_07,130,T24,Recovery,NA,NA,0,A,A
Ac_265_T0,2017-07-26,Ac,Ac_265,N,R2,0.615,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_265_T1,2017-08-30,Ac,Ac_265,N,R2,0.45,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_265_T2,2017-10-10,Ac,Ac_265,N,R2,0.481,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_265_T3,2017-10-19,Ac,Ac_265,N,R2,0.498,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_265_T4,2017-11-06,Ac,Ac_265,N,R2,0.66,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_265_T5,2017-11-16,Ac,Ac_265,N,R2,0.6,G_07,1,T5,Baseline,0.894741396124479,-0.048302469114127,0,A,A
Ac_265_T6,2017-11-23,Ac,Ac_265,N,R2,0.617,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_265_T7,2017-11-29,Ac,Ac_265,N,R2,0.58,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_265_T8,2017-12-06,Ac,Ac_265,N,R2,0.605,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_265_T9,2017-12-13,Ac,Ac_265,N,R2,0.608,G_07,28,T9,Nutrients,0.03643686561803,-1.43845898909039,0,A,A
Ac_265_T10,2018-01-03,Ac,Ac_265,N,R2,0.631,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_265_T11,2018-01-19,Ac,Ac_265,N,R2,0.586,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_265_T12,2018-01-25,Ac,Ac_265,N,R2,0.581,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_265_T13,2018-01-30,Ac,Ac_265,N,R2,0.584,G_07,76,T13,Nutrients,0.186473518608773,-0.729382834303884,0,A,A
Ac_266_T0,2017-07-26,Ac,Ac_266,N+P,R2,0.644,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_266_T1,2017-08-30,Ac,Ac_266,N+P,R2,0.52,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_266_T2,2017-10-10,Ac,Ac_266,N+P,R2,0.504,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_266_T3,2017-10-19,Ac,Ac_266,N+P,R2,0.527,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_266_T4,2017-11-06,Ac,Ac_266,N+P,R2,0.663,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_266_T5,2017-11-16,Ac,Ac_266,N+P,R2,0.606,G_07,1,T5,Baseline,0.199442208795728,-0.700182924724477,0,A,A
Ac_266_T6,2017-11-23,Ac,Ac_266,N+P,R2,0.629,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_266_T7,2017-11-29,Ac,Ac_266,N+P,R2,0.65,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_266_T8,2017-12-06,Ac,Ac_266,N+P,R2,0.609,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_266_T9,2017-12-13,Ac,Ac_266,N+P,R2,0.64,G_07,28,T9,Nutrients,0.010220025957778,-1.99054800113813,0,A,A
Ac_266_T10,2018-01-03,Ac,Ac_266,N+P,R2,0.635,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_266_T11,2018-01-19,Ac,Ac_266,N+P,R2,0.601,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_266_T12,2018-01-25,Ac,Ac_266,N+P,R2,0.573,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_266_T13,2018-01-30,Ac,Ac_266,N+P,R2,0.59,G_07,76,T13,Nutrients,0.027834976410858,-1.55540914240585,0,A,A
Ac_267_T0,2017-07-26,Ac,Ac_267,A,R1,0.622,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_267_T1,2017-08-30,Ac,Ac_267,A,R1,0.479,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_267_T2,2017-10-10,Ac,Ac_267,A,R1,0.504,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_267_T3,2017-10-19,Ac,Ac_267,A,R1,0.525,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_267_T4,2017-11-06,Ac,Ac_267,A,R1,0.661,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_267_T5,2017-11-16,Ac,Ac_267,A,R1,0.596,G_07,1,T5,Baseline,0.102773674535102,-0.988118115577077,0,A,A
Ac_267_T6,2017-11-23,Ac,Ac_267,A,R1,0.609,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_267_T7,2017-11-29,Ac,Ac_267,A,R1,0.61,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_267_T8,2017-12-06,Ac,Ac_267,A,R1,0.573,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_267_T9,2017-12-13,Ac,Ac_267,A,R1,0.571,G_07,28,T9,Nutrients,0.073228175978403,-1.13532178345676,0,A,A
Ac_267_T10,2018-01-03,Ac,Ac_267,A,R1,0.563,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_267_T11,2018-01-19,Ac,Ac_267,A,R1,0.588,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_267_T12,2018-01-25,Ac,Ac_267,A,R1,0.547,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_267_T13,2018-01-30,Ac,Ac_267,A,R1,0.523,G_07,76,T13,Nutrients,0.360118262904026,-0.443554853420934,0,A,A
Ac_268_T0,2017-07-26,Ac,Ac_268,N,R1,0.635,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_268_T1,2017-08-30,Ac,Ac_268,N,R1,0.521,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_268_T2,2017-10-10,Ac,Ac_268,N,R1,0.505,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_268_T3,2017-10-19,Ac,Ac_268,N,R1,0.542,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_268_T4,2017-11-06,Ac,Ac_268,N,R1,0.65,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_268_T5,2017-11-16,Ac,Ac_268,N,R1,0.609,G_07,1,T5,Baseline,0.422212931379412,-0.37446846941605,0,A,A
Ac_268_T6,2017-11-23,Ac,Ac_268,N,R1,0.639,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_268_T7,2017-11-29,Ac,Ac_268,N,R1,0.602,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_268_T8,2017-12-06,Ac,Ac_268,N,R1,0.646,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_268_T9,2017-12-13,Ac,Ac_268,N,R1,0.625,G_07,28,T9,Nutrients,0.030438533663522,-1.5165762729652,0,A,A
Ac_268_T10,2018-01-03,Ac,Ac_268,N,R1,0.643,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_268_T11,2018-01-19,Ac,Ac_268,N,R1,0.62,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_268_T12,2018-01-25,Ac,Ac_268,N,R1,0.635,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_268_T13,2018-01-30,Ac,Ac_268,N,R1,0.587,G_07,76,T13,Nutrients,0.127984647917792,-0.892842121949426,0,A,A
Ac_269_T0,2017-07-26,Ac,Ac_269,N+P,R1,0.621,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_269_T1,2017-08-30,Ac,Ac_269,N+P,R1,0.535,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_269_T2,2017-10-10,Ac,Ac_269,N+P,R1,0.528,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_269_T3,2017-10-19,Ac,Ac_269,N+P,R1,0.561,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_269_T4,2017-11-06,Ac,Ac_269,N+P,R1,0.642,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_269_T5,2017-11-16,Ac,Ac_269,N+P,R1,0.59,G_07,1,T5,Baseline,0.278267180866849,-0.555538011807935,0,A,A
Ac_269_T6,2017-11-23,Ac,Ac_269,N+P,R1,0.598,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_269_T7,2017-11-29,Ac,Ac_269,N+P,R1,0.585,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_269_T8,2017-12-06,Ac,Ac_269,N+P,R1,0.586,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_269_T9,2017-12-13,Ac,Ac_269,N+P,R1,0.62,G_07,28,T9,Nutrients,0.0449212745098,-1.34754793039987,0,A,A
Ac_269_T10,2018-01-03,Ac,Ac_269,N+P,R1,0.637,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_269_T11,2018-01-19,Ac,Ac_269,N+P,R1,0.606,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_269_T12,2018-01-25,Ac,Ac_269,N+P,R1,0.541,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_269_T13,2018-01-30,Ac,Ac_269,N+P,R1,0.563,G_07,76,T13,Nutrients,0.034447489883048,-1.46284241873918,0,A,A
Ac_270_T0,2017-07-26,Ac,Ac_270,A,R2,0.613,G_07,-112,T0,Baseline,NA,NA,0,A,A
Ac_270_T1,2017-08-30,Ac,Ac_270,A,R2,0.534,G_07,-77,T1,Baseline,NA,NA,0,A,A
Ac_270_T2,2017-10-10,Ac,Ac_270,A,R2,0.549,G_07,-36,T2,Baseline,NA,NA,0,A,A
Ac_270_T3,2017-10-19,Ac,Ac_270,A,R2,0.541,G_07,-27,T3,Baseline,NA,NA,0,A,A
Ac_270_T4,2017-11-06,Ac,Ac_270,A,R2,0.675,G_07,-9,T4,Baseline,NA,NA,0,A,A
Ac_270_T5,2017-11-16,Ac,Ac_270,A,R2,0.608,G_07,1,T5,Baseline,0.239740021049723,-0.62025946087569,0,A,A
Ac_270_T6,2017-11-23,Ac,Ac_270,A,R2,0.585,G_07,8,T6,Nutrients,NA,NA,0,A,A
Ac_270_T7,2017-11-29,Ac,Ac_270,A,R2,0.6,G_07,14,T7,Nutrients,NA,NA,0,A,A
Ac_270_T8,2017-12-06,Ac,Ac_270,A,R2,0.565,G_07,21,T8,Nutrients,NA,NA,0,A,A
Ac_270_T9,2017-12-13,Ac,Ac_270,A,R2,0.55,G_07,28,T9,Nutrients,0.089718087090873,-1.04711999472722,0,A,A
Ac_270_T10,2018-01-03,Ac,Ac_270,A,R2,0.521,G_07,49,T10,Nutrients,NA,NA,0,A,A
Ac_270_T11,2018-01-19,Ac,Ac_270,A,R2,0.497,G_07,65,T11,Nutrients,NA,NA,0,A,A
Ac_270_T12,2018-01-25,Ac,Ac_270,A,R2,0.527,G_07,71,T12,Nutrients,NA,NA,0,A,A
Ac_270_T13,2018-01-30,Ac,Ac_270,A,R2,0.497,G_07,76,T13,Nutrients,0.250094055371679,-0.601896631140187,0,A,A
Ac_271_T0,2017-07-26,Ac,Ac_271,N,R2,0.61,G_07,-112,T0,Baseline,NA,NA,0,A,A
